Index,Time,Ventas_VES,USD/VES,Ventas_USD
1010,3/8/2023,6873.83,24.59,279.54
1011,3/9/2023,7795.14,24.51,318.04
1012,3/10/2023,9582.53,24.47,391.60
1013,3/11/2023,9486.65,24.35,389.60
1014,3/12/2023,1768.17,24.33,72.67
1015,3/13/2023,7306.33,24.36,299.93
1016,3/14/2023,11824.07,24.46,483.40
1017,3/15/2023,15096.93,24.47,616.96
1018,3/16/2023,12827.68,24.93,514.55
1019,3/17/2023,11234.21,25.37,442.81
1020,3/18/2023,8222.40,25.37,324.10
